Client family name	Date Time of recording	Time of sample in recording	Time of sample in annot	Prompt	Annotation Title	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue	X0 DLC_HyoidMandible	Y0 DLC_HyoidMandible	X1 DLC_HyoidMandible	Y1 DLC_HyoidMandible	X0 DLC_ShorttendonMandible	Y0 DLC_ShorttendonMandible	X1 DLC_ShorttendonMandible	Y1 DLC_ShorttendonMandible
eu01	08/05/2024 11:55:28	1.0150	0.0350	Eta guai tipo hitza esanko dot	i	1.8611	-48.6372	-5.1942	-37.1541	-8.0185	-25.2479	-7.8754	-13.3196	-5.0847	-1.9505	3.1516	6.9595	14.6945	6.2014	20.3928	2.8929	25.7711	2.1473	30.9535	1.0622	36.6513	-0.5121	7.1124	-57.8003	45.4805	-34.1508	38.5243	-27.4508	45.4805	-34.1508
eu01	08/05/2024 11:55:28	1.1800	0.0700	Eta guai tipo hitza esanko dot	o	0.6026	-51.5629	-3.9855	-39.6451	-6.9393	-27.2072	-6.4186	-16.5780	-4.8528	-4.8494	0.6911	5.3557	10.2457	9.3454	15.3521	8.8906	21.4782	9.5308	27.7412	9.1702	32.8096	8.0420	11.4591	-57.2254	43.5790	-34.8148	37.6865	-28.9940	43.5790	-34.8148
eu01	08/05/2024 11:55:33	0.8100	0.0400	Eta guai yauri hitza esanko dot	a	-0.3641	-49.9071	-7.5388	-41.0967	-11.2835	-29.9178	-11.8708	-20.2611	-12.8044	-8.8367	-6.3535	1.1463	5.7760	3.7850	11.9992	4.4302	17.6637	4.7243	23.3546	5.2377	29.4393	5.5533	8.5765	-55.4340	45.7080	-33.9371	38.0723	-27.5952	45.7080	-33.9371
eu01	08/05/2024 11:55:33	1.0000	0.0200	Eta guai yauri hitza esanko dot	i	2.5265	-50.3491	-2.3460	-38.4414	-2.4156	-24.0971	-2.2967	-12.1063	-1.8468	0.2747	5.0588	12.9849	16.7349	15.1192	21.7040	14.3193	26.8899	13.9549	32.1605	12.8894	37.5777	10.7746	11.8121	-57.5746	43.5769	-33.7001	38.1756	-27.2451	43.5769	-33.7001
eu01	08/05/2024 11:55:33	0.8850	0.0350	Eta guai yauri hitza esanko dot	u	1.4187	-51.4086	-4.4260	-40.4130	-5.0832	-26.8088	-3.6479	-15.6175	-1.8737	-2.7930	4.3379	9.4972	15.4791	12.0478	21.1089	12.6008	26.5246	13.0081	33.1055	12.4660	38.7031	12.2354	10.7208	-56.8409	42.0131	-33.3436	35.4600	-26.9157	42.0131	-33.3436
eu01	08/05/2024 11:55:38	1.3300	0.0300	Eta guai pilotai hitza esanko dot	a	-0.8165	-50.3207	-7.4787	-39.3321	-7.6156	-26.0289	-3.5892	-15.0209	-2.3250	-1.9114	4.0692	8.9511	15.4508	11.7870	21.2556	12.1228	26.4728	11.8434	32.0724	11.0640	36.5742	10.2681	8.5259	-54.7592	42.6195	-32.5552	38.0596	-26.1526	42.6195	-32.5552
eu01	08/05/2024 11:55:38	1.4000	0.0400	Eta guai pilotai hitza esanko dot	i	2.1159	-49.6831	-2.2432	-37.4204	-2.5677	-23.1861	-1.5684	-12.9908	0.3879	5.2304	7.1452	13.4658	18.1809	15.0006	23.5809	14.2386	27.9556	13.3998	33.2832	12.8879	39.4051	10.8536	9.1635	-57.8319	45.4176	-33.5367	38.9759	-26.8288	45.4176	-33.5367
eu01	08/05/2024 11:55:38	1.0800	0.0300	Eta guai pilotai hitza esanko dot	i	1.7372	-50.6715	-4.2069	-40.2911	-7.4307	-26.7222	-8.5190	-16.0402	-5.9589	-2.7919	1.1227	7.7867	12.4445	11.0588	18.6300	12.2839	24.2231	13.0086	29.9224	13.3009	35.7498	12.2943	9.0039	-57.2203	41.5150	-33.4471	34.6512	-26.9332	41.5150	-33.4471
eu01	08/05/2024 11:55:38	1.1950	0.0250	Eta guai pilotai hitza esanko dot	o	0.0377	-50.6643	-7.9054	-42.4932	-12.5647	-33.1787	-13.0257	-22.8438	-8.3032	-11.6400	1.3442	-3.9845	12.2430	2.1452	18.6038	5.2559	23.4095	6.4533	29.2303	7.7080	34.4121	8.4148	8.4637	-53.7791	47.7829	-36.5681	41.7917	-28.0969	47.7829	-36.5681
eu01	08/05/2024 11:55:43	1.3650	0.0350	Eta guai zakukada hitza esanko dot	a	-4.8353	-52.9532	-12.0835	-44.4851	-14.3811	-33.5877	-10.8662	-22.9415	-4.5823	-11.6066	4.1026	-3.1381	15.6181	3.3827	21.5853	4.8524	26.2816	6.5556	32.0497	7.6238	38.6769	9.3450	5.5737	-53.3605	43.1710	-33.6684	37.6923	-27.0095	43.1710	-33.6684
eu01	08/05/2024 11:55:43	1.4800	0.0300	Eta guai zakukada hitza esanko dot	a	-0.0853	-49.4864	-6.0574	-37.7895	-4.9033	-24.8987	-2.0232	-13.2334	-1.8893	0.0413	4.6005	11.3853	16.0328	12.9213	21.4235	12.5580	26.6896	12.5078	32.3453	11.4977	36.9979	10.3821	9.6836	-54.3874	44.4933	-33.4760	38.3965	-27.4868	44.4933	-33.4760
